record_id,employee_id,event_id,date,due_date,status,completion_pct,score,feedback_rating,assigned_by,employee_role,employee_grade,employee_work_format,employee_preferred_language,employee_hire_date,event_type,event_format,duration_hours,mandatory,tenure_days_at_activity,attempt_number,prior_same_event_attempts,employee_prior_outcomes,employee_completion_rate_before,employee_dropped_rate_before,employee_no_show_rate_before,employee_declined_rate_before,employee_format_prior_outcomes,employee_format_completion_rate_before,employee_type_prior_outcomes,employee_type_completion_rate_before,event_prior_outcomes,event_completion_rate_before,is_first_employee_activity,days_since_previous_activity,outcome_class,completed_label
R000105,E0059,EV_001,2024-11-04,2024-12-04,completed,100,86.0,,hr,Sales Manager,Middle,remote,ru,2023-06-28,compliance,self_paced,2,True,495,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,14,not_training_eligible,
R000106,E0060,EV_001,2024-11-04,2024-12-04,completed,100,72.0,,hr,Product Manager,Lead,office,kk,2021-10-18,compliance,self_paced,2,True,1113,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,11,not_training_eligible,
R000107,E0061,EV_001,2024-11-04,2024-12-04,completed,100,94.0,,hr,Data Analyst,Lead,remote,kk,2023-07-17,compliance,self_paced,2,True,476,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,19,not_training_eligible,
R000108,E0062,EV_001,2024-11-04,2024-12-04,completed,100,88.0,,hr,Sales Manager,Middle,office,ru,2022-06-22,compliance,self_paced,2,True,866,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,19,not_training_eligible,
R000109,E0063,EV_001,2024-11-04,2024-12-04,completed,100,77.0,,hr,QA Engineer,Lead,office,kk,2023-08-29,compliance,self_paced,2,True,433,1,0,1,0.2,0.4,0.2,0.2,0,0.5,0,0.5,0,0.5,0,33,not_training_eligible,
R000110,E0064,EV_001,2024-11-04,2024-12-04,completed,100,85.0,,hr,Backend Engineer,Senior,office,ru,2021-10-20,compliance,self_paced,2,True,1111,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000111,E0065,EV_001,2024-11-04,2024-12-04,completed,100,87.0,,hr,QA Engineer,Middle,hybrid,en,2022-08-01,compliance,self_paced,2,True,826,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,5,not_training_eligible,
R000112,E0066,EV_001,2024-11-04,2024-12-04,completed,100,90.0,,hr,QA Engineer,Middle,office,en,2024-05-14,compliance,self_paced,2,True,174,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000113,E0069,EV_001,2024-11-04,2024-12-04,completed,100,70.0,,hr,Backend Engineer,Middle,hybrid,en,2023-09-20,compliance,self_paced,2,True,411,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000114,E0070,EV_001,2024-11-04,2024-12-04,completed,100,87.0,,hr,Customer Support Specialist,Senior,hybrid,kk,2022-11-30,compliance,self_paced,2,True,705,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000115,E0071,EV_001,2024-11-04,2024-12-04,completed,100,96.0,,hr,Product Manager,Middle,office,kk,2022-11-14,compliance,self_paced,2,True,721,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,27,not_training_eligible,
R000116,E0072,EV_001,2024-11-04,2024-12-04,completed,100,91.0,,hr,QA Engineer,Middle,office,ru,2024-04-15,compliance,self_paced,2,True,203,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000117,E0073,EV_001,2024-11-04,2024-12-04,completed,100,100.0,,hr,Data Analyst,Senior,office,ru,2022-08-29,compliance,self_paced,2,True,798,1,0,2,0.3333333333333333,0.3333333333333333,0.16666666666666666,0.16666666666666666,1,0.3333333333333333,0,0.5,0,0.5,0,5,not_training_eligible,
R000118,E0074,EV_001,2024-11-04,2024-12-04,completed,100,99.0,,hr,Product Manager,Middle,office,kk,2022-04-20,compliance,self_paced,2,True,929,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000119,E0075,EV_001,2024-11-04,2024-12-04,completed,100,90.0,,hr,Frontend Engineer,Senior,office,kk,2018-10-22,compliance,self_paced,2,True,2205,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000120,E0079,EV_004,2024-11-04,2024-11-13,completed,100,,4.0,hr,Sales Manager,Junior,office,ru,2024-10-14,onboarding,offline,8,True,21,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,18,not_training_eligible,
R000121,E0080,EV_001,2024-11-04,2024-12-04,completed,100,83.0,,hr,Data Analyst,Senior,hybrid,ru,2018-08-15,compliance,self_paced,2,True,2273,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000122,E0081,EV_001,2024-11-04,2024-12-04,completed,100,75.0,,hr,Customer Support Specialist,Middle,hybrid,kk,2023-12-29,compliance,self_paced,2,True,311,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000123,E0085,EV_001,2024-11-04,2024-12-04,completed,100,80.0,,hr,Data Analyst,Lead,hybrid,ru,2018-05-23,compliance,self_paced,2,True,2357,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000124,E0088,EV_001,2024-11-04,2024-12-04,completed,100,84.0,,hr,Backend Engineer,Senior,remote,kk,2019-04-22,compliance,self_paced,2,True,2023,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000125,E0091,EV_001,2024-11-04,2024-12-04,completed,100,96.0,,hr,QA Engineer,Senior,hybrid,kk,2024-05-28,compliance,self_paced,2,True,160,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000126,E0093,EV_001,2024-11-04,2024-12-04,completed,100,74.0,,hr,Customer Support Specialist,Middle,hybrid,kk,2022-08-31,compliance,self_paced,2,True,796,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000127,E0094,EV_001,2024-11-04,2024-12-04,completed,100,83.0,,hr,Sales Manager,Senior,hybrid,ru,2022-01-12,compliance,self_paced,2,True,1027,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000128,E0095,EV_001,2024-11-04,2024-12-04,completed,100,89.0,,hr,HR Business Partner,Middle,office,kk,2021-12-20,compliance,self_paced,2,True,1050,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000129,E0097,EV_001,2024-11-04,2024-12-04,completed,100,75.0,,hr,Backend Engineer,Senior,office,kk,2024-02-16,compliance,self_paced,2,True,262,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,14,not_training_eligible,
R000130,E0098,EV_001,2024-11-04,2024-12-04,completed,100,92.0,,hr,QA Engineer,Middle,hybrid,kk,2023-04-18,compliance,self_paced,2,True,566,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000131,E0099,EV_001,2024-11-04,2024-12-04,completed,100,75.0,,hr,HR Business Partner,Middle,hybrid,ru,2022-05-17,compliance,self_paced,2,True,902,1,0,2,0.3333333333333333,0.16666666666666666,0.3333333333333333,0.16666666666666666,1,0.6666666666666666,0,0.5,0,0.5,0,24,not_training_eligible,
R000132,E0102,EV_001,2024-11-04,2024-12-04,completed,100,90.0,,hr,Frontend Engineer,Junior,remote,ru,2024-05-30,compliance,self_paced,2,True,158,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000133,E0103,EV_001,2024-11-04,2024-12-04,completed,100,84.0,,hr,QA Engineer,Senior,remote,ru,2021-08-17,compliance,self_paced,2,True,1175,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000134,E0105,EV_001,2024-11-04,2024-12-04,completed,100,76.0,,hr,HR Business Partner,Senior,office,kk,2024-04-22,compliance,self_paced,2,True,196,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000135,E0106,EV_001,2024-11-04,2024-12-04,completed,100,96.0,,hr,Backend Engineer,Senior,remote,kk,2020-02-13,compliance,self_paced,2,True,1726,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000136,E0107,EV_001,2024-11-04,2024-12-04,completed,100,98.0,,hr,Product Manager,Middle,office,ru,2022-04-25,compliance,self_paced,2,True,924,1,0,2,0.5,0.16666666666666666,0.16666666666666666,0.16666666666666666,0,0.5,0,0.5,0,0.5,0,7,not_training_eligible,
R000137,E0108,EV_001,2024-11-04,2024-12-04,completed,100,88.0,,hr,Product Manager,Middle,office,ru,2022-04-18,compliance,self_paced,2,True,931,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000138,E0109,EV_001,2024-11-04,2024-12-04,completed,100,85.0,,hr,Frontend Engineer,Middle,office,ru,2023-12-21,compliance,self_paced,2,True,319,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,5,not_training_eligible,
R000139,E0111,EV_001,2024-11-04,2024-12-04,completed,100,87.0,,hr,QA Engineer,Middle,office,ru,2024-06-19,compliance,self_paced,2,True,138,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,0,0.5,0,5,not_training_eligible,
R000140,E0112,EV_001,2024-11-04,2024-12-04,completed,100,82.0,,hr,Customer Support Specialist,Senior,hybrid,ru,2019-12-30,compliance,self_paced,2,True,1771,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,3,not_training_eligible,
R000141,E0118,EV_001,2024-11-04,2024-12-04,completed,100,73.0,,hr,Frontend Engineer,Middle,hybrid,ru,2021-11-01,compliance,self_paced,2,True,1099,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000142,E0118,EV_017,2024-11-04,,no_show,0,,,self,Frontend Engineer,Middle,hybrid,ru,2021-11-01,course,online,16,False,1099,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,no_show,0
R000143,E0120,EV_001,2024-11-04,2024-12-04,completed,100,85.0,,hr,Frontend Engineer,Senior,hybrid,ru,2019-11-25,compliance,self_paced,2,True,1806,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000144,E0122,EV_001,2024-11-04,2024-12-04,completed,100,70.0,,hr,Frontend Engineer,Senior,hybrid,kk,2024-04-22,compliance,self_paced,2,True,196,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000145,E0123,EV_001,2024-11-04,2024-12-04,completed,100,76.0,,hr,Frontend Engineer,Senior,hybrid,kk,2021-04-15,compliance,self_paced,2,True,1299,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R000146,E0127,EV_001,2024-11-04,2024-12-04,completed,100,82.0,,hr,Backend Engineer,Middle,remote,kk,2022-06-29,compliance,self_paced,2,True,859,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,14,not_training_eligible,
R000147,E0128,EV_001,2024-11-04,2024-12-04,completed,100,76.0,,hr,Backend Engineer,Senior,hybrid,kk,2024-07-29,compliance,self_paced,2,True,98,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000148,E0131,EV_001,2024-11-04,2024-12-04,completed,100,82.0,,hr,HR Business Partner,Middle,office,ru,2022-10-31,compliance,self_paced,2,True,735,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,28,not_training_eligible,
R000149,E0132,EV_001,2024-11-04,2024-12-04,completed,100,92.0,,hr,Data Analyst,Senior,remote,en,2019-08-02,compliance,self_paced,2,True,1921,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000150,E0133,EV_001,2024-11-04,2024-12-04,completed,100,100.0,,hr,HR Business Partner,Lead,office,ru,2019-08-23,compliance,self_paced,2,True,1900,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000151,E0134,EV_001,2024-11-04,2024-12-04,completed,100,78.0,,hr,Product Manager,Middle,hybrid,ru,2023-05-01,compliance,self_paced,2,True,553,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,14,not_training_eligible,
R000152,E0136,EV_001,2024-11-04,2024-12-04,completed,100,89.0,,hr,Backend Engineer,Senior,hybrid,kk,2024-04-01,compliance,self_paced,2,True,217,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000153,E0138,EV_001,2024-11-04,2024-12-04,completed,100,71.0,,hr,Sales Manager,Senior,remote,ru,2020-10-21,compliance,self_paced,2,True,1475,1,0,1,0.2,0.2,0.2,0.4,0,0.5,0,0.5,0,0.5,0,26,not_training_eligible,
R000154,E0140,EV_001,2024-11-04,2024-12-04,completed,100,79.0,,hr,Backend Engineer,Middle,office,ru,2024-06-21,compliance,self_paced,2,True,136,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000155,E0143,EV_001,2024-11-04,2024-12-04,completed,100,96.0,,hr,Customer Support Specialist,Middle,office,kk,2023-08-15,compliance,self_paced,2,True,447,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000156,E0144,EV_001,2024-11-04,2024-12-04,completed,100,95.0,,hr,Customer Support Specialist,Junior,office,ru,2024-09-16,compliance,self_paced,2,True,49,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000157,E0145,EV_001,2024-11-04,2024-12-04,completed,100,83.0,,hr,QA Engineer,Senior,office,kk,2023-10-12,compliance,self_paced,2,True,389,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000158,E0147,EV_001,2024-11-04,2024-12-04,completed,100,89.0,,hr,Frontend Engineer,Middle,office,ru,2024-05-27,compliance,self_paced,2,True,161,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R000159,E0148,EV_001,2024-11-04,2024-12-04,completed,100,78.0,,hr,Sales Manager,Lead,office,kk,2020-08-18,compliance,self_paced,2,True,1539,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R000160,E0149,EV_001,2024-11-04,2024-12-04,completed,100,78.0,,hr,Sales Manager,Middle,office,ru,2022-10-26,compliance,self_paced,2,True,740,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000161,E0150,EV_001,2024-11-04,2024-12-04,completed,100,94.0,,hr,Backend Engineer,Middle,office,ru,2023-07-03,compliance,self_paced,2,True,490,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,13,not_training_eligible,
R000162,E0153,EV_001,2024-11-04,2024-12-04,completed,100,94.0,,hr,Sales Manager,Middle,office,ru,2022-10-17,compliance,self_paced,2,True,749,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,5,not_training_eligible,
R000163,E0154,EV_001,2024-11-04,2024-12-04,completed,100,79.0,,hr,Frontend Engineer,Middle,office,ru,2023-08-16,compliance,self_paced,2,True,446,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,27,not_training_eligible,
R000164,E0155,EV_001,2024-11-04,2024-12-04,completed,100,85.0,,hr,Backend Engineer,Middle,hybrid,kk,2023-06-19,compliance,self_paced,2,True,504,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000165,E0158,EV_001,2024-11-04,2024-12-04,completed,100,74.0,,hr,Sales Manager,Senior,office,kk,2018-08-27,compliance,self_paced,2,True,2261,1,0,1,0.2,0.2,0.2,0.4,0,0.5,0,0.5,0,0.5,0,20,not_training_eligible,
R000166,E0161,EV_001,2024-11-04,2024-12-04,completed,100,73.0,,hr,Sales Manager,Senior,remote,ru,2024-05-15,compliance,self_paced,2,True,173,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000167,E0162,EV_001,2024-11-04,2024-12-04,completed,100,90.0,,hr,Data Analyst,Middle,hybrid,kk,2024-01-15,compliance,self_paced,2,True,294,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,7,not_training_eligible,
R000168,E0163,EV_001,2024-11-04,2024-12-04,completed,100,91.0,,hr,Sales Manager,Middle,office,ru,2022-05-25,compliance,self_paced,2,True,894,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000169,E0164,EV_001,2024-11-04,2024-12-04,completed,100,78.0,,hr,Backend Engineer,Middle,hybrid,ru,2022-08-26,compliance,self_paced,2,True,801,1,0,1,0.2,0.2,0.4,0.2,0,0.5,0,0.5,0,0.5,0,21,not_training_eligible,
R000170,E0165,EV_001,2024-11-04,2024-12-04,completed,100,79.0,,hr,Product Manager,Junior,office,ru,2024-08-30,compliance,self_paced,2,True,66,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,18,not_training_eligible,
R000171,E0168,EV_001,2024-11-04,2024-12-04,completed,100,87.0,,hr,Customer Support Specialist,Middle,remote,kk,2023-07-19,compliance,self_paced,2,True,474,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000172,E0169,EV_001,2024-11-04,2024-12-04,completed,100,89.0,,hr,Sales Manager,Lead,office,kk,2020-04-29,compliance,self_paced,2,True,1650,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000173,E0172,EV_001,2024-11-04,2024-12-04,completed,100,94.0,,hr,HR Business Partner,Senior,remote,ru,2018-08-27,compliance,self_paced,2,True,2261,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,11,not_training_eligible,
R000174,E0173,EV_001,2024-11-04,2024-12-04,completed,100,98.0,,hr,HR Business Partner,Senior,remote,kk,2019-04-25,compliance,self_paced,2,True,2020,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000175,E0175,EV_001,2024-11-04,2024-12-04,completed,100,76.0,,hr,Backend Engineer,Lead,hybrid,kk,2016-10-03,compliance,self_paced,2,True,2954,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000176,E0176,EV_001,2024-11-04,2024-12-04,completed,100,71.0,,hr,Product Manager,Junior,hybrid,ru,2024-04-29,compliance,self_paced,2,True,189,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,5,not_training_eligible,
R000177,E0177,EV_001,2024-11-04,2024-12-04,completed,100,94.0,,hr,Customer Support Specialist,Middle,office,ru,2024-08-12,compliance,self_paced,2,True,84,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000178,E0179,EV_001,2024-11-04,2024-12-04,completed,100,82.0,,hr,QA Engineer,Lead,hybrid,ru,2020-01-30,compliance,self_paced,2,True,1740,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000179,E0180,EV_001,2024-11-04,2024-12-04,completed,100,88.0,,hr,Customer Support Specialist,Lead,hybrid,kk,2020-05-14,compliance,self_paced,2,True,1635,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,6,not_training_eligible,
R000180,E0182,EV_001,2024-11-04,2024-12-04,completed,100,73.0,,hr,Frontend Engineer,Middle,office,ru,2024-06-14,compliance,self_paced,2,True,143,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000181,E0184,EV_001,2024-11-04,2024-12-04,completed,100,95.0,,hr,Backend Engineer,Middle,office,ru,2024-10-30,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000182,E0184,EV_002,2024-11-04,2024-12-04,completed,100,86.0,,hr,Backend Engineer,Middle,office,ru,2024-10-30,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000183,E0184,EV_003,2024-11-04,2024-12-04,completed,100,100.0,,hr,Backend Engineer,Middle,office,ru,2024-10-30,compliance,self_paced,2,True,5,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000184,E0185,EV_004,2024-11-04,2024-11-20,completed,100,,5.0,hr,Customer Support Specialist,Middle,remote,kk,2024-10-21,onboarding,offline,8,True,14,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,11,not_training_eligible,
R000185,E0186,EV_001,2024-11-04,2024-12-04,completed,100,93.0,,hr,Backend Engineer,Middle,hybrid,ru,2022-06-16,compliance,self_paced,2,True,872,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000186,E0187,EV_001,2024-11-04,2024-12-04,completed,100,93.0,,hr,Data Analyst,Junior,office,ru,2024-03-25,compliance,self_paced,2,True,224,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000187,E0189,EV_001,2024-11-04,2024-12-04,completed,100,79.0,,hr,QA Engineer,Senior,office,ru,2019-11-18,compliance,self_paced,2,True,1813,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,21,not_training_eligible,
R000188,E0190,EV_001,2024-11-04,2024-12-04,completed,100,77.0,,hr,Backend Engineer,Senior,office,kk,2023-11-30,compliance,self_paced,2,True,340,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000189,E0191,EV_001,2024-11-04,2024-12-04,completed,100,84.0,,hr,Sales Manager,Middle,office,ru,2022-03-15,compliance,self_paced,2,True,965,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000190,E0193,EV_001,2024-11-04,2024-12-04,completed,100,74.0,,hr,Data Analyst,Middle,office,ru,2022-08-01,compliance,self_paced,2,True,826,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000191,E0194,EV_001,2024-11-04,2024-12-04,completed,100,88.0,,hr,Frontend Engineer,Senior,remote,ru,2021-07-14,compliance,self_paced,2,True,1209,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000192,E0197,EV_001,2024-11-04,2024-12-04,completed,100,78.0,,hr,QA Engineer,Middle,hybrid,ru,2022-08-15,compliance,self_paced,2,True,812,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000193,E0198,EV_001,2024-11-04,2024-12-04,completed,100,87.0,,hr,Sales Manager,Junior,office,ru,2024-06-26,compliance,self_paced,2,True,131,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,4,not_training_eligible,
R000194,E0199,EV_001,2024-11-04,2024-12-04,completed,100,97.0,,hr,Data Analyst,Senior,hybrid,ru,2019-12-24,compliance,self_paced,2,True,1777,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,1,-1,not_training_eligible,
R000195,E0095,EV_028,2024-11-05,,no_show,0,,,self,HR Business Partner,Middle,office,kk,2021-12-20,workshop,online,4,False,1051,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,1,no_show,0
R000196,E0153,EV_032,2024-11-05,,completed,100,,,manager,Sales Manager,Middle,office,ru,2022-10-17,workshop,offline,8,False,750,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,3,0.8,0,1,completed,1
R000197,E0184,EV_004,2024-11-05,2024-11-29,completed,100,,,hr,Backend Engineer,Middle,office,ru,2024-10-30,onboarding,offline,8,True,6,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,0,0.5,0,1,not_training_eligible,
R000198,E0018,EV_039,2024-11-06,,declined,0,,,manager,Customer Support Specialist,Junior,remote,en,2024-03-26,workshop,online,3,False,225,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,2,0.75,0,2,declined,0
R000199,E0120,EV_038,2024-11-06,,completed,100,65.0,3.0,manager,Frontend Engineer,Senior,hybrid,ru,2019-11-25,course,online,16,False,1808,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,4,0.8333333333333334,0,2,completed,1
R000200,E0150,EV_012,2024-11-06,,completed,100,82.0,2.0,manager,Backend Engineer,Middle,office,ru,2023-07-03,course,self_paced,24,False,492,1,0,1,0.4,0.2,0.2,0.2,0,0.5,0,0.5,0,0.5,0,2,completed,1
R000201,E0053,EV_019,2024-11-07,,no_show,0,,,manager,QA Engineer,Junior,remote,kk,2024-05-28,workshop,offline,8,False,163,2,1,1,0.2,0.2,0.4,0.2,1,0.3333333333333333,1,0.3333333333333333,1,0.3333333333333333,0,3,no_show,0
R000202,E0055,EV_037,2024-11-07,,completed,100,,4.0,self,Product Manager,Lead,hybrid,en,2023-02-22,mentoring,online,12,False,624,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,3,0.6,0,3,completed,1
R000203,E0103,EV_008,2024-11-07,,completed,100,,4.0,self,QA Engineer,Senior,remote,ru,2021-08-17,workshop,online,4,False,1178,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,9,0.8181818181818182,0,3,completed,1
R000204,E0109,EV_005,2024-11-07,,dropped,30,,2.0,hr,Frontend Engineer,Middle,office,ru,2023-12-21,course,online,16,False,322,1,0,1,0.4,0.2,0.2,0.2,1,0.6666666666666666,0,0.5,0,0.5,0,3,dropped,0
R000205,E0140,EV_037,2024-11-07,,dropped,45,,1.0,self,Backend Engineer,Middle,office,ru,2024-06-21,mentoring,online,12,False,139,1,0,0,0.25,0.25,0.25,0.25,0,0.5,0,0.5,3,0.6,0,3,dropped,0
R000206,E0198,EV_008,2024-11-07,,completed,100,,,self,Sales Manager,Junior,office,ru,2024-06-26,workshop,online,4,False,134,1,0,1,0.4,0.2,0.2,0.2,0,0.5,1,0.6666666666666666,9,0.8181818181818182,0,3,completed,1
